keyword,position,rank_absolute,search_volume,etv,keyword_difficulty,cpc,competition,search_intent,ranking_url,serp_page
burke manual recliner,11,14,70,8.2,0,,1,transactional,https://wassersfurniture.com/products/burke-recliner,2
eforma,16,17,390,1.7,0,6.380000114440918,0.2800000011920929,informational,https://wassersfurniture.com/collections/eforma,2
alta cabinets,14,19,110,0.6,2,1.850000023841858,0.10999999940395355,navigational,https://wassersfurniture.com/products/boutique-alta-cabinet,2
onyx console table,11,17,50,0.5,0,1.0099999904632568,1,transactional,https://wassersfurniture.com/stone-international-onyx-console-table.html,2
pink bead chandelier,11,14,40,0.4,0,0.9599999785423279,1,transactional,https://wassersfurniture.com/little-wasser-s-boho-wood-bead-pink-chandelier.html,2
american leather sleeper sofa prices,20,25,140,0.3,0,2.799999952316284,1,commercial,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,2
american leather operations,16,19,70,0.3,0,7.510000228881836,0.05000000074505806,navigational,https://wassersfurniture.com/collections/american-leather,2
african print accent chair,12,16,40,0.3,0,1.3600000143051147,1,transactional,https://wassersfurniture.com/swivel-chair-custom-african-print-fabric.html,2
domitalia,11,13,30,0.3,0,1.2400000095367432,0.800000011920929,informational,https://wassersfurniture.com/shop-by-brand/d-g/dom-italia.html,2
marlon upholstered standard bed,18,21,70,0.2,0,0.949999988079071,1,transactional,https://wassersfurniture.com/products/marlon-night-bed,2
american leather dallas outlet,19,20,70,0.2,0,1.1100000143051147,1,commercial,https://wassersfurniture.com/collections/american-leather,2
terminal-table,17,22,50,0.2,3,,0,transactional,https://wassersfurniture.com/products/terminal-console-table,2
american leather factory outlet,18,20,50,0.2,0,2.140000104904175,1,navigational,https://wassersfurniture.com/collections/american-leather,2
eforma furniture,13,15,40,0.2,0,2.930000066757202,0.5600000023841858,navigational,https://wassersfurniture.com/shop-by-brand/d-g/eforma.html,2
adam beds,17,22,40,0.2,0,0.8299999833106995,0.9200000166893005,transactional,https://wassersfurniture.com/products/adam-bed,2
african accent chairs,16,20,40,0.2,0,0.9100000262260437,1,transactional,https://wassersfurniture.com/swivel-chair-custom-african-print-fabric.html,2
american furniture leather recliners,13,21,30,0.2,0,0.6100000143051147,1,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-recliner-by-american-leather.html,2
american leather power recliner,15,20,30,0.2,0,1.4800000190734863,0.9200000166893005,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-recliner-by-american-leather.html,2
cylinder pouf,17,23,30,0.1,0,2.450000047683716,1,transactional,https://wassersfurniture.com/missoni-home-patch-cylinder-ottoman-pouf-16-x-12-free-pickup-free-shipping.html,2
american leather nash sofa,20,25,30,0.1,0,1.7899999618530273,1,transactional,https://wassersfurniture.com/american-leather-nash-sectional-in-stock-on-display-20-day-rush-30-day-quickship.html,2
